CODIGO_CARRERA,UNI_CODIGO,NOMBRE_CARRERA,NOMBRE_UNIVERSIDAD,REGION_CASA_MATRIZ,%_NOTAS,%_Ranking,%_LENG,%_MATE1,%_MATE2,%_HYCS,%_CIEN,EXIGE_MATE2,PROM_MINIMO_LENMAT,PONDERADO_MINIMO,VACANTES_1SEM,SC_1S,VACANTES_2SEM,SC_2S,RESTRINGE_SEXO,PRUEBA_ESPECIAL,TIPO_PE,PONDERACION_PE,PO_ALTERNATIVA,MAX_POST_UNIV,EXCLUYE_DESDE_PREFERENCIA,CDP_VACANTES_ESPECIALES,CAR_PEDAGOGIA,CAR_MIN_RKG,CAR_SEL_PEDA,PACE,CAR_VACANTES_PACE,REG_CODIGO,VACANTES_GENERO,IMPARTIDO_ANTES_2019,ACREDITADA_3AÑOS
19017,19,INGENIERÍA CIVIL - PLAN COMÚN,UNIVERSIDAD DE VALPARAISO,5,10,30,10,35,5,10.0,10.0,S,458,,50,18.0,,,,N,,,S,21,21,2.0,N,,0,S,2,5,,,
19018,19,INGENIERÍA CIVIL AMBIENTAL,UNIVERSIDAD DE VALPARAISO,5,10,30,10,35,5,10.0,10.0,S,458,,35,15.0,,,,N,,,S,21,21,2.0,N,,0,S,2,5,2.0,,
19019,19,INGENIERÍA CIVIL MATEMÁTICA,UNIVERSIDAD DE VALPARAISO,5,10,25,10,40,5,,10.0,S,458,,15,10.0,,,,N,,,N,21,21,2.0,N,,0,S,2,5,2.0,,
19020,19,ARQUITECTURA,UNIVERSIDAD DE VALPARAISO,5,10,30,30,20,0,10.0,10.0,N,458,,130,20.0,,,,N,,,S,21,21,3.0,N,,0,S,5,5,,,
19021,19,INGENIERÍA CIVIL,UNIVERSIDAD DE VALPARAISO,5,10,25,10,40,5,10.0,10.0,S,458,,50,10.0,,,,N,,,S,21,21,3.0,N,,0,S,5,5,2.0,,
19022,19,DISEÑO,UNIVERSIDAD DE VALPARAISO,5,20,40,20,10,0,10.0,10.0,N,458,,75,27.0,,,,N,,,S,21,21,2.0,N,,0,S,12,5,,,
19024,19,CINE,UNIVERSIDAD DE VALPARAISO,5,10,40,30,10,0,10.0,10.0,N,458,,40,32.0,,,,N,,,S,21,21,2.0,N,,0,S,10,5,,,
19026,19,INGENIERÍA EN CONSTRUCCIÓN,UNIVERSIDAD DE VALPARAISO,5,10,30,15,30,5,10.0,10.0,S,458,,50,10.0,,,,N,,,S,21,21,5.0,N,,0,S,5,5,2.0,,
19027,19,GESTIÓN EN TURISMO Y CULTURA,UNIVERSIDAD DE VALPARAISO,5,10,40,30,10,0,10.0,10.0,N,458,,40,22.0,,,,N,,,S,21,21,5.0,N,,0,S,10,5,,,
19028,19,TEATRO,UNIVERSIDAD DE VALPARAISO,5,20,40,20,10,0,10.0,,N,458,,25,15.0,,,,N,,,N,21,21,2.0,N,,0,S,5,5,,,
19030,19,DERECHO,UNIVERSIDAD DE VALPARAISO,5,10,25,25,25,0,15.0,15.0,N,458,,140,30.0,,,,N,,,S,21,21,5.0,N,,0,S,7,5,,,
19031,19,TRABAJO SOCIAL,UNIVERSIDAD DE VALPARAISO,5,20,30,20,20,0,10.0,,N,458,,78,15.0,,,,N,,,N,21,21,3.0,N,,0,S,3,5,,,
19036,19,OBSTETRICIA Y PUERICULTURA,UNIVERSIDAD DE VALPARAISO,5,10,20,30,20,0,,20.0,N,458,,35,5.0,,,,N,,,N,21,21,2.0,N,,0,S,1,5,,,
19037,19,EDUCACIÓN PARVULARIA,UNIVERSIDAD DE VALPARAISO,5,10,40,30,10,0,10.0,10.0,N,502,,35,30.0,,,,N,,,S,21,21,2.0,S,,1,S,4,5,,S,S
19039,19,MEDICINA,UNIVERSIDAD DE VALPARAISO,5,10,30,20,20,0,,20.0,N,458,,50,6.0,,,,N,,,N,21,21,2.0,N,,0,S,1,5,,,
19040,19,MEDICINA,UNIVERSIDAD DE VALPARAISO,5,10,30,20,20,0,,20.0,N,458,,74,6.0,,,,N,,,N,21,21,2.0,N,,0,S,1,5,,,
19041,19,ENFERMERÍA,UNIVERSIDAD DE VALPARAISO,5,10,30,20,20,0,,20.0,N,458,,85,25.0,,,,N,,,N,21,21,2.0,N,,0,S,1,5,,,
19042,19,ENFERMERÍA,UNIVERSIDAD DE VALPARAISO,5,10,30,20,20,0,,20.0,N,458,,50,20.0,,,,N,,,N,21,21,2.0,N,,0,S,1,5,,,
19043,19,KINESIOLOGÍA,UNIVERSIDAD DE VALPARAISO,5,10,30,20,20,0,,20.0,N,458,,80,15.0,,,,N,,,N,21,21,2.0,N,,0,S,2,5,,,
19044,19,FONOAUDIOLOGÍA,UNIVERSIDAD DE VALPARAISO,5,20,20,30,20,0,,10.0,N,458,,45,5.0,,,,N,,,N,21,21,2.0,N,,0,S,5,5,,,
19045,19,PSICOLOGÍA,UNIVERSIDAD DE VALPARAISO,5,10,30,30,20,0,10.0,,N,458,,100,30.0,,,,N,,,N,21,21,2.0,N,,0,S,5,5,,,
19046,19,FONOAUDIOLOGÍA,UNIVERSIDAD DE VALPARAISO,5,20,20,30,20,0,,10.0,N,458,,50,5.0,,,,N,,,N,21,21,2.0,N,,0,S,5,5,,,
19047,19,OBSTETRICIA Y PUERICULTURA,UNIVERSIDAD DE VALPARAISO,5,10,20,30,20,0,,20.0,N,458,,75,8.0,,,,N,,,N,21,21,1.0,N,,0,S,1,5,,,
19048,19,TECNOLOGÍA MÉDICA,UNIVERSIDAD DE VALPARAISO,5,10,30,25,20,0,,15.0,N,458,,50,8.0,,,,N,,,N,21,21,2.0,N,,0,S,1,5,,,
19049,19,TECNOLOGÍA MÉDICA,UNIVERSIDAD DE VALPARAISO,5,10,30,25,20,0,,15.0,N,458,,70,8.0,,,,N,,,N,21,21,2.0,N,,0,S,1,5,,,
19050,19,ODONTOLOGÍA,UNIVERSIDAD DE VALPARAISO,5,30,30,15,15,0,10.0,10.0,N,458,,72,20.0,,,,N,,,S,21,21,2.0,N,,0,S,3,5,,,
19052,19,INGENIERÍA CIVIL INDUSTRIAL,UNIVERSIDAD DE VALPARAISO,5,10,30,10,35,5,10.0,10.0,S,458,,110,40.0,,,,N,,,S,21,21,6.0,N,,0,S,2,5,2.0,,
19060,19,INGENIERÍA COMERCIAL,UNIVERSIDAD DE VALPARAISO,5,10,40,10,30,0,10.0,10.0,N,458,,150,60.0,,,,N,,,S,21,21,12.0,N,,0,S,6,5,,,
19062,19,AUDITORÍA,UNIVERSIDAD DE VALPARAISO,5,15,35,20,20,0,10.0,10.0,N,458,,70,15.0,,,,N,,,S,21,21,5.0,N,,0,S,6,5,,,
19068,19,ADMINISTRACIÓN PÚBLICA,UNIVERSIDAD DE VALPARAISO,5,15,25,25,20,0,15.0,,N,458,,75,20.0,,,,N,,,N,21,21,2.0,N,,0,S,4,5,,,
19074,19,INGENIERÍA AMBIENTAL,UNIVERSIDAD DE VALPARAISO,5,10,40,10,25,5,10.0,10.0,S,458,,45,12.0,,,,N,,,S,21,21,4.0,N,,0,S,2,5,2.0,,
19075,19,LICENCIATURA EN CIENCIAS MENCION EN BIOLOGÍA O EN QUIMICA,UNIVERSIDAD DE VALPARAISO,5,10,30,20,20,0,,20.0,N,458,,30,10.0,,,,N,,,N,21,21,3.0,N,,0,S,2,5,2.0,,
19076,19,INGENIERÍA CIVIL BIOMÉDICA,UNIVERSIDAD DE VALPARAISO,5,10,30,10,35,5,10.0,10.0,S,458,,70,20.0,,,,N,,,S,21,21,4.0,N,,0,S,4,5,2.0,,
19078,19,LICENCIATURA EN FÍSICA MENCION ASTRONOMÍA O CIENCIAS ATMOSFÉRICAS O COMPUTACIÓN CIENTÍFICA,UNIVERSIDAD DE VALPARAISO,5,10,20,15,45,0,,10.0,N,458,,45,15.0,,,,N,,,N,21,21,5.0,N,,0,S,2,5,2.0,,
19079,19,PEDAGOGÍA EN MATEMÁTICAS O LICENCIATURA EN MATEMÁTICAS,UNIVERSIDAD DE VALPARAISO,5,10,35,10,30,5,10.0,10.0,S,502,,30,10.0,,,,N,,,S,21,21,3.0,S,,1,S,3,5,,N,S
19080,19,BIOLOGÍA MARINA,UNIVERSIDAD DE VALPARAISO,5,15,30,15,25,0,,15.0,N,458,,55,12.0,,,,N,,,N,21,21,1.0,N,,0,S,10,5,1.0,,
19081,19,INGENIERÍA CIVIL OCEÁNICA,UNIVERSIDAD DE VALPARAISO,5,10,30,10,35,5,10.0,10.0,S,458,,23,7.0,,,,N,,,S,21,21,4.0,N,,0,S,8,5,2.0,,
19083,19,INGENIERÍA EN INFORMACIÓN Y CONTROL DE GESTIÓN,UNIVERSIDAD DE VALPARAISO,5,25,25,10,30,0,10.0,10.0,N,458,,40,20.0,,,,N,,,S,21,21,5.0,N,,0,S,5,5,,,
19084,19,INGENIERÍA EN ESTADÍSTICA Y CIENCIA DE DATOS,UNIVERSIDAD DE VALPARAISO,5,10,40,15,15,10,10.0,10.0,S,458,,30,10.0,,,,N,,,S,21,21,5.0,N,,0,S,5,5,2.0,,
19085,19,INGENIERÍA CIVIL INFORMÁTICA,UNIVERSIDAD DE VALPARAISO,5,10,30,10,35,5,10.0,10.0,S,458,,75,35.0,,,,N,,,S,21,21,8.0,N,,0,S,4,5,2.0,,
19086,19,ADMINISTRACIÓN HOTELERA Y GASTRONÓMICA,UNIVERSIDAD DE VALPARAISO,5,10,40,20,20,0,10.0,10.0,N,458,,60,55.0,,,,N,,,S,21,21,5.0,N,,0,S,7,5,,,
19088,19,INGENIERÍA EN NEGOCIOS INTERNACIONALES,UNIVERSIDAD DE VALPARAISO,5,10,30,20,30,0,10.0,10.0,N,458,,80,50.0,,,,N,,,S,21,21,5.0,N,,0,S,3,5,,,
19089,19,INGENIERÍA EN NEGOCIOS INTERNACIONALES,UNIVERSIDAD DE VALPARAISO,5,10,30,20,30,0,10.0,10.0,N,458,,30,20.0,,,,N,,,S,21,21,5.0,N,,0,S,2,13,,,
19090,19,QUÍMICA Y FARMACIA,UNIVERSIDAD DE VALPARAISO,5,10,45,15,20,0,,10.0,N,458,,70,30.0,,,,N,,,N,21,21,2.0,N,,0,S,5,5,,,
19091,19,NUTRICIÓN Y DIETÉTICA,UNIVERSIDAD DE VALPARAISO,5,10,40,20,20,0,,10.0,N,458,,70,30.0,,,,N,,,N,21,21,2.0,N,,0,S,5,5,,,
19092,19,ECOLOGÍA,UNIVERSIDAD DE VALPARAISO,5,10,30,20,20,0,,20.0,N,458,,30,15.0,,,,N,,,N,21,21,3.0,N,,0,S,2,5,,,
19093,19,AUDITORÍA,UNIVERSIDAD DE VALPARAISO,5,15,35,20,20,0,10.0,10.0,N,458,,30,15.0,,,,N,,,S,21,21,2.0,N,,0,S,2,13,,,
19094,19,INGENIERÍA CIVIL INDUSTRIAL,UNIVERSIDAD DE VALPARAISO,5,10,30,10,35,5,10.0,10.0,S,458,,70,20.0,,,,N,,,S,21,21,6.0,N,,0,S,2,13,2.0,,
19095,19,INGENIERÍA COMERCIAL,UNIVERSIDAD DE VALPARAISO,5,10,40,10,30,0,10.0,10.0,N,458,,60,25.0,,,,N,,,S,21,21,2.0,N,,0,S,2,13,,,
20007,20,LICENCIATURA EN EDUCACION Y PEDAGOGIA EN ARTES VISUALES,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,15,15,25,25,0,20.0,,N,502,500.0,45,5.0,,,,N,,,N,21,21,5.0,S,,1,S,16,13,,S,S
20011,20,LICENCIATURA EN EDUCACION Y PEDAGOGIA EN MUSICA,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,10,40,20,20,0,10.0,10.0,N,502,500.0,40,5.0,,,,N,,,S,21,21,5.0,S,,1,S,19,13,,S,S
20012,20,LICENCIATURA EN MUSICA Y DIRECCION DE AGRUPACIONES MUSICALES INSTRUMENTALES,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,10,40,20,20,0,10.0,10.0,N,502,500.0,40,5.0,,,,N,,,S,21,21,5.0,N,,0,S,16,13,,,
20022,20,LICENCIATURA  EN EDUCACION  EN BIOLOGIA Y PEDAGOGIA  EN BIOLOGIA  CON MENCIONES,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,20,40,15,10,0,,15.0,N,502,500.0,50,5.0,,,,N,,,N,21,21,5.0,S,,1,S,16,13,,S,S
20023,20,"LIC EN EDUCACION  EN FISICA Y PEDAGOGIA  EN FISICA ,  CON MENCIONES",UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,10,25,20,30,5,,10.0,S,502,500.0,30,3.0,,,,N,,,N,21,21,3.0,S,,1,S,16,13,,S,S
20024,20,LIC  EN  ED  MATEMATICA Y PED  EN MAT C/MENCION  ESTADISTICA EDUCACIONAL  O  INFORMATICA EDUCATIVA,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,10,35,10,30,5,,10.0,S,502,500.0,90,10.0,,,,N,,,N,21,21,10.0,S,,1,S,14,13,,S,S
20025,20,LICENCIATURA   EN EDUCACION  EN QUIMICA Y PEDAGOGIA  EN QUIMICA  CON MENCIONES,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,20,30,20,20,0,,10.0,N,502,500.0,50,10.0,,,,N,,,N,21,21,6.0,S,,1,S,16,13,,S,S
20050,20,LICENCIATURA EN EDUCACION Y PEDAGOGIA EN EDUCACION BASICA CON MENCIONES,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,30,30,15,15,0,10.0,10.0,N,502,500.0,100,15.0,,,,N,,,S,21,21,10.0,S,,1,S,22,13,,S,S
20052,20,LIC  EN EDUCACIÓN  PED EN ED ESPECIAL C/ESP EN  COMUNIC Y LENG O ED  PERSONAS SORDAS  O APRENDIZAJE,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,20,20,40,10,0,10.0,10.0,N,502,500.0,60,6.0,,,,N,,,S,21,21,6.0,S,,1,S,19,13,,S,S
20054,20,LIC.  EN  EDUC.  Y PEDAGOGIA EN ED ESPECIAL C/ ESPECIALIDAD  EN PERSONAS  CIEGAS Y RETOS MULTIPLES,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,30,30,20,10,0,10.0,10.0,N,502,500.0,30,7.0,,,,N,,,S,21,21,5.0,S,,1,S,16,13,,S,S
20056,20,"LICENCIATURA EN EDUCACION Y PEDAGOGIA EN EDUCACION FISICA, DEPORTES Y RECREACION (DAMAS)",UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,20,30,20,20,0,10.0,10.0,N,502,500.0,30,5.0,,,2.0,N,,,S,21,21,5.0,S,,1,S,16,13,,S,S
20057,20,LICENCIATURA  EN EDUC Y PED  EN EDUC ESPECIAL C/ESP  EN DISCAPACIDAD MENTAL Y DESARROLLO  COGNITIVO,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,10,20,40,20,0,10.0,10.0,N,502,500.0,30,7.0,,,,N,,,S,21,21,3.0,S,,1,S,16,13,,S,S
20061,20,"LICENCIATURA EN EDUCACION Y PEDAGOGIA EN EDUCACION FISICA, DEPORTES Y RECREACION (VARONES)",UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,20,30,20,20,0,10.0,10.0,N,502,500.0,60,6.0,,,1.0,N,,,S,21,21,6.0,S,,1,S,16,13,,S,S
20066,20,LICENCIATURA EN EDUCACION Y PEDAGOGIA EN EDUCACION PARVULARIA CON MENCION EN INTEGRACION CURRICULAR,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,10,40,30,10,0,10.0,10.0,N,502,500.0,60,6.0,,,,N,,,S,21,21,6.0,S,,1,S,22,13,,S,S
20071,20,LICENCIATURA EN EDUCACION Y PEDAGOGIA EN FILOSOFIA,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,10,25,30,10,0,25.0,,N,502,500.0,50,7.0,,,,N,,,N,21,21,6.0,S,,1,S,19,13,,S,S
20076,20,LICENCIATURA EN EDUCACION CON MENCION EN HISTORIA O GEOGRAFIA Y PEDAGOGIA EN HISTORIA Y GEOGRAFIA,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,20,20,20,10,0,30.0,,N,502,500.0,65,7.0,,,,N,,,N,21,21,6.0,S,,1,S,16,13,,S,S
20081,20,LICENCIATURA EN EDUCACION CON MENCION EN ALEMAN Y PEDAGOGIA EN ALEMAN,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,20,30,30,10,0,10.0,10.0,N,502,500.0,20,5.0,,,,N,,,S,21,21,5.0,S,,1,S,14,13,,S,S
20086,20,LICENCIATURA EN EDUCACION CON MENCION EN CASTELLANO Y PEDAGOGIA EN CASTELLANO,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,10,20,50,10,0,10.0,,N,502,500.0,90,10.0,,,,N,,,N,21,21,10.0,S,,1,S,14,13,,S,S
20091,20,LICENCIATURA EN EDUCACION CON MENCION EN FRANCES Y PEDAGOGIA EN FRANCES,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,10,50,20,10,0,10.0,10.0,N,502,500.0,20,5.0,,,,N,,,S,21,21,5.0,S,,1,S,16,13,,S,N
20096,20,LICENCIATURA EN EDUCACION CON MENCION EN INGLES Y PEDAGOGIA EN INGLES,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,20,30,30,10,0,10.0,,N,502,500.0,60,7.0,,,,N,,,N,21,21,6.0,S,,1,S,16,13,,S,S
20098,20,KINESIOLOGIA,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,20,25,20,20,0,,15.0,N,502,500.0,45,5.0,,,,N,,,N,21,21,5.0,N,,0,S,17,13,,,
21002,21,BIBLIOTECOLOGIA Y DOCUMENTACION,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,20,20,40,10,0,10.0,10.0,N,458,,30,20.0,,,,N,,,S,21,21,2.0,N,,0,S,20,13,,,
21012,21,CONTADOR PUBLICO Y AUDITOR,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,25,20,25,20,0,10.0,10.0,N,458,,60,20.0,,,,N,,,S,21,21,2.0,N,,0,S,20,13,,,
21023,21,DISEÑO INDUSTRIAL,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,25,35,10,10,0,20.0,20.0,N,458,,40,20.0,,,,N,,,S,21,21,7.0,N,,0,S,20,13,,,
21024,21,DISEÑO EN COMUNICACION VISUAL,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,10,40,20,10,0,20.0,20.0,N,458,,70,20.0,,,,N,,,S,21,21,9.0,N,,0,S,20,13,,,
21030,21,INGENIERIA EN INFORMATICA,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,10,25,20,30,5,10.0,10.0,S,458,,100,30.0,,,,N,,,S,21,21,5.0,N,,0,S,20,13,20.0,,
21031,21,INGENIERIA EN GEOMENSURA,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,10,25,20,30,5,10.0,10.0,S,458,,30,15.0,,,,N,,,S,21,21,5.0,N,,0,S,20,13,6.0,,
21032,21,INGENIERIA EN CONSTRUCCION,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,20,25,20,20,5,10.0,10.0,S,458,,40,20.0,,,,N,,,S,21,21,2.0,N,,0,S,20,13,8.0,,
21033,21,DERECHO,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,10,25,35,10,0,20.0,,N,458,,90,10.0,,,,N,,,N,21,21,5.0,N,,0,S,20,13,,,
21041,21,INGENIERIA CIVIL EN COMPUTACION MENCION INFORMATICA,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,10,25,20,30,5,10.0,10.0,S,458,,150,30.0,,,,N,,,S,21,21,5.0,N,,0,S,20,13,30.0,,
21043,21,TRABAJO SOCIAL,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,20,30,20,10,0,20.0,,N,458,,70,20.0,,,,N,,,N,21,21,5.0,N,,0,S,10,13,,,
21045,21,INGENIERIA INDUSTRIAL,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,10,25,20,30,5,10.0,10.0,S,458,,30,10.0,,,,N,,,S,21,21,5.0,N,,0,S,20,13,6.0,,
21046,21,BACHILLERATO EN CIENCIAS DE LA INGENIERIA,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,10,25,20,35,0,10.0,10.0,N,458,,30,5.0,,,,N,,,S,21,21,5.0,N,,0,S,20,13,,,
21047,21,ARQUITECTURA,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,20,25,20,20,0,15.0,15.0,N,458,,100,20.0,,,,N,,,S,21,21,2.0,N,,0,S,10,13,,,
21048,21,INGENIERIA COMERCIAL,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,10,20,30,30,0,10.0,10.0,N,458,,100,20.0,,,,N,,,S,21,21,2.0,N,,0,S,20,13,,,
21049,21,INGENIERIA CIVIL EN CIENCIA DE DATOS,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,10,25,20,30,5,10.0,10.0,S,458,,30,20.0,,,,N,,,S,21,21,5.0,N,,0,S,20,13,6.0,,
21053,21,PSICOLOGÍA,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,10,20,30,20,0,20.0,20.0,N,458,,90,10.0,,,,N,,,S,21,21,5.0,N,,0,S,20,13,,,
21054,21,INGENIERIA EN ALIMENTOS,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,15,25,15,25,5,,15.0,S,458,,30,10.0,,,,N,,,N,21,21,4.0,N,,0,S,20,13,6.0,,
21071,21,DIBUJANTE PROYECTISTA,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,10,25,20,35,0,10.0,10.0,N,458,,30,5.0,,,,N,,,S,21,21,5.0,N,,0,S,20,13,,,
21073,21,INGENIERIA EN BIOTECNOLOGIA,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,15,25,10,30,5,,15.0,S,458,,60,20.0,,,,N,,,N,21,21,4.0,N,,0,S,20,13,12.0,,
21074,21,INGENIERIA CIVIL EN OBRAS CIVILES,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,15,20,15,35,5,10.0,10.0,S,458,,60,20.0,,,,N,,,S,21,21,2.0,N,,0,S,20,13,12.0,,
21075,21,INGENIERIA CIVIL ELECTRONICA,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,10,25,20,30,5,10.0,10.0,S,458,,30,15.0,,,,N,,,S,21,21,5.0,N,,0,S,20,13,6.0,,
21076,21,INGENIERIA CIVIL INDUSTRIAL,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,10,25,20,30,5,10.0,10.0,S,458,,100,15.0,,,,N,,,S,21,21,5.0,N,,0,S,20,13,20.0,,
21080,21,INGENIERIA EN QUIMICA,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,10,25,15,30,5,,15.0,S,458,,35,20.0,,,,N,,,N,21,21,4.0,N,,0,S,20,13,7.0,,
21081,21,INGENIERIA EN COMERCIO INTERNACIONAL,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,10,20,30,30,0,10.0,10.0,N,458,,80,20.0,,,,N,,,S,21,21,3.0,N,,0,S,20,13,,,
21082,21,INGENIERIA EN GESTION TURISTICA,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,25,20,25,20,0,10.0,10.0,N,458,,30,20.0,,,,N,,,S,21,21,3.0,N,,0,S,20,13,,,
21083,21,QUIMICA INDUSTRIAL,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,15,25,15,30,0,,15.0,N,458,,30,10.0,,,,N,,,N,21,21,4.0,N,,0,S,20,13,,,
21087,21,INGENIERIA CIVIL EN PREVENCION DE RIESGOS Y MEDIO AMBIENTE,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,15,30,20,20,5,10.0,10.0,S,458,,30,10.0,,,,N,,,S,21,21,5.0,N,,0,S,20,13,2.0,,
21089,21,ADMINISTRACION PUBLICA,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,15,20,30,25,0,10.0,10.0,N,458,,35,20.0,,,,N,,,S,21,21,5.0,N,,0,S,20,13,,,
21096,21,INGENIERIA CIVIL EN MECANICA,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,10,25,20,30,5,10.0,10.0,S,458,,70,15.0,,,,N,,,S,21,21,5.0,N,,0,S,20,13,14.0,,
22004,22,CONTADOR AUDITOR-CONTADOR PÚBLICO(VESPERTINO),UNIVERSIDAD DE TARAPACA,15,10,40,15,25,0,10.0,10.0,N,458,458.0,30,15.0,,,,N,,,S,21,21,5.0,N,,0,S,5,15,,,
22005,22,INGENIERÍA COMERCIAL,UNIVERSIDAD DE TARAPACA,15,10,40,15,25,0,10.0,10.0,N,458,458.0,55,10.0,,,,N,,,S,21,21,5.0,N,,0,S,5,15,,,
22007,22,TRABAJO SOCIAL,UNIVERSIDAD DE TARAPACA,15,10,40,20,20,0,10.0,10.0,N,458,458.0,55,10.0,,,,N,,,S,21,21,5.0,N,,0,S,10,15,,,
22008,22,INGENIERÍA EN INFORMACIÓN Y CONTROL DE GESTIÓN,UNIVERSIDAD DE TARAPACA,15,10,40,15,25,0,10.0,10.0,N,458,458.0,25,15.0,,,,N,,,S,21,21,5.0,N,,0,S,5,15,,,
22020,22,PSICOLOGÍA,UNIVERSIDAD DE TARAPACA,15,10,40,20,20,0,10.0,10.0,N,458,458.0,55,3.0,,,,N,,,S,21,21,2.0,N,,0,S,5,15,,,
22021,22,DERECHO,UNIVERSIDAD DE TARAPACA,15,10,40,20,20,0,10.0,10.0,N,458,458.0,100,5.0,,,,N,,,S,21,21,2.0,N,,0,S,10,15,,,
22023,22,ANTROPOLOGÍA,UNIVERSIDAD DE TARAPACA,15,10,40,20,20,0,10.0,10.0,N,458,458.0,30,10.0,,,,N,,,S,21,21,5.0,N,,0,S,5,15,,,
22024,22,PEDAGOGÍA EN MATEMATICA,UNIVERSIDAD DE TARAPACA,15,10,40,10,25,5,10.0,10.0,S,458,458.0,10,5.0,,,,N,,,S,21,21,5.0,S,,1,S,10,15,,S,S
22025,22,PEDAGOGÍA EN FÍSICA Y MATEMÁTICA,UNIVERSIDAD DE TARAPACA,15,10,40,10,25,5,10.0,10.0,S,458,458.0,10,5.0,,,,N,,,S,21,21,5.0,S,,1,S,10,15,,S,S
22026,22,ENFERMERÍA,UNIVERSIDAD DE TARAPACA,15,10,40,20,20,0,,10.0,N,458,458.0,70,5.0,,,,N,,,N,21,21,2.0,N,,0,S,5,15,,,
22028,22,INGENIERÍA QUÍMICA AMBIENTAL,UNIVERSIDAD DE TARAPACA,15,10,40,10,25,5,10.0,10.0,S,458,458.0,30,15.0,,,,N,,,S,21,21,5.0,N,,0,S,10,15,6.0,,
22029,22,OBSTETRICIA Y PUERICULTURA,UNIVERSIDAD DE TARAPACA,15,10,40,20,20,0,,10.0,N,458,458.0,55,5.0,,,,N,,,N,21,21,2.0,N,,0,S,5,15,,,
22030,22,QUÍMICO LABORATORISTA,UNIVERSIDAD DE TARAPACA,15,10,40,10,30,0,10.0,10.0,N,458,458.0,30,15.0,,,,N,,,S,21,21,5.0,N,,0,S,5,15,6.0,,
22031,22,PEDAGOGÍA EN BIOLOGÍA Y CIENCIAS NATURALES,UNIVERSIDAD DE TARAPACA,15,10,40,10,30,0,10.0,10.0,N,458,458.0,10,5.0,,,,N,,,S,21,21,5.0,S,,1,S,10,15,,S,S
